uid,type,SBU（部门）,PRD号码,产品名称,巴斯夫产品名称,产品别名,默认商店,线上购买链接,品牌,产品描述,产品分类,化学成分,外观,行业,特性和优点,应用行业,注册国家,"固含量
（%）",稀释剂[浓度],含水量,官能度，计算值,"分子量 
(Mw)","粘度, 25?C
(mPa.s)","粘度, 23?C
(Pa.s)",%NCO,K值,氯质量分数(%),酸值 （mg KOH/g）,"密度, 25?C (g/cm3)",玻璃化温度(?C),胺值 （mg KOH/g）,"pH 
(25oC)",最低成膜温度 (℃),冻融稳定性(-5 °C),羟值（mg KOH/g solids）,羟基含量（%基于固含）,软化点 (oC),VOC,粒径大小 nm,细度,色度 （Gardner),溶剂,包装,产地,样品包装,推荐配方
1,default,EDR,30041481,Lutonal? A 25,Lutonal? A 25,Lutonal? A 25,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,47,一款基于聚乙烯基醚的软树脂，适用于工业涂料,77,聚乙烯醚树脂,树脂溶液,6,提高对基材的附着力  |  增加涂层的柔韧性  |  粘合剂,"主要作为硝基涂料的增塑剂使用。#也能用于各种天然或者合成的树脂体系中 (达玛胶，酯类树脂，石灰树脂,马来酸树脂,酮类树脂以及含酚松香)。#户内/外一般工业金属防护涂料#户内/外塑胶涂料#",CN,> 90,,,,,,2.5 ~ 6.0,,10 ~ 17,,,,,,,,,,,,,,,,,180kg,DE,"52290054,0,11",
1,default,EDR,30041495,Lutonal? A 50 app.50% in Ethanol,Lutonal? A 50 app.50% in Ethanol,Lutonal? A 50 app.50% in Ethanol,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,47,一款基于聚乙烯基醚的软树脂，适用于工业涂料,77,聚乙烯醚树脂,树脂溶液,6,提高对基材的附着力  |  增加涂层的柔韧性  |  粘合剂,"主要作为硝基涂料的增塑剂使用。#也能用于各种天然或者合成的树脂体系中 (达玛胶，酯类树脂，石灰树脂,马来酸树脂,酮类树脂以及含酚松香)。#户内/外一般工业金属防护涂料#户内/外塑胶涂料#",CN,~ 50,,,,,,20,,55 ~ 65,,,,,,,,,,,,,,,,,170kg  |  50kg  |  ,DE,"50025967,0,0.9 kg",
1,default,EDR,30041493,Lutonal? M 40 ca.70% in Ethanol,Lutonal? M 40 ca.70% in Ethanol,Lutonal? M 40 ca.70% in Ethanol,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,47,一款基于聚乙烯基醚的软树脂，适用于工业涂料,77,聚乙烯醚树脂,树脂溶液,6,提高对基材的附着力  |  增加涂层的柔韧性  |  粘合剂,"主要作为硝基涂料的增塑剂使用。#也能用于各种天然或者合成的树脂体系中 (达玛胶，酯类树脂，石灰树脂,马来酸树脂,酮类树脂以及含酚松香)。#户内/外一般工业金属防护涂料#户内/外塑胶涂料#",CN,~ 70,,,,,,50 ~ 250,,45 ~ 55,,,,,,,,,,,,,,,,,180kg,DE,"50057979,0,11",
1,default,EDG,30282465,Joncryl? 586,Joncryl? 586,Joncryl? 586,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,中分子量固体树脂，低酸值，复溶性好，适用于耐碱油墨和光油，不影响耐性。,81,苯丙固体树脂,透明颗粒,"5,9",耐碱性  |  极佳的耐水和抗湿回粘性能  |  复溶性好,改善光油和油墨的耐碱性，同时保持良好的转移性和复溶性#与耐水性乳液一同使用时，所制得的油墨和光油具有良好的耐水和抗湿回粘性,"CN,NL",97,,,,"4,500",,,,,,110,1.1,66,,,,,,,,,,,,,25 kg,NL,"54048115,0,11",
1,default,EDG,30282497,Joncryl? 67,Joncryl? 67,Joncryl? 67,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,高分子量固体树脂，用于制备高质量颜料色浆。同时适用于制备水溶性颜料切片，具有优异的展色性和透明度。,81,苯丙固体树脂,透明颗粒,5,良好的展色性  |  提高油墨的复溶性  |  高粘度，低固含,印刷油墨用色浆研磨#水性颜料切片的制备,"CN,NL,US",98.6,,,,"14,500",>1.14 g/cm3,,,,,220,,73,,,,,,,143,1.4% wt,,,,,25 kg,"NL,US","50567680,0,9",
1,default,EDG,30183680,Joncryl? 678,Joncryl? 678,Joncryl? 678,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,通用型中分子量固体树脂，适用于颜料分散、水墨和光油。,81,苯丙固体树脂,透明颗粒,"5,9",良好的展色性  |  极佳的转移性和印刷适性  |  良好的光泽和托墨性,油墨和光油配方中用做连结料#制备色浆时作为研磨树脂,"CN,NL,US",99,,,,"8,500",,,,,,215,1.1,109,,,,,,,,,,,,,25 kg  |  500 kg  |  ,"NL,US","50271844,0,9",
1,default,EDG,30123262,Joncryl? 682,Joncryl? 682,Joncryl? 682,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,低分子量固体树脂，适用于制备高固含、高光泽光油，具有极佳的托墨性。,81,苯丙固体树脂,透明颗粒,9,高光泽  |  可制成高固含低粘度树脂溶液  |  极佳的复溶性,制备高光泽光油,"CN,NL,US",99,,,,"1,750",,,,,,238,1.15,57,,,,,,,,,,,,,25 kg,"NL,US","50271846,0,9",
1,default,EDG,30074912,Joncryl? 690,Joncryl? 690,Joncryl? 690,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,高分子量高酸值固体树脂，适用于提高有机颜料色浆的光泽和透明度。,81,苯丙固体树脂,透明颗粒,5,良好的粘度稳定性  |  良好的颜料润湿性和展色性  |  高光泽和透明度,制备高品质的水性色浆,"CN,NL,US",99,,,,"16,500",,,,,,240,1.1,105,,,,,,,,,,,,,25 kg,"NL,US","50271847,0,9",
1,default,EDG,30669028,Joncryl? 692,Joncryl? 692,Joncryl? 692,1,https://detail.1688.com/offer/614546837222.html,42,通用经济型中分子量固体树脂，适用于颜料分散、油墨和光油,81,苯丙固体树脂,透明颗粒,"5,9",转移性佳  |  良好的印刷适性  |  良好的复溶性,颜料分散#油墨#光油,"CN,US",99,,,,"8,000",,,,,,235,,95,,,,,,,,,,,,,25 kg,US,"50503936,0,11",
1,default,EDG,30282636,Joncryl? ECO 684,Joncryl? ECO 684,Joncryl? ECO 684,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,低分子量固体树脂，不含醇醚，适用于制备高固含、高光泽光油。,81,苯丙固体树脂,透明颗粒,9,不含醇醚  |  超低VOC  |  高光泽  |  高固含/低粘度  |  优异的复溶性,制备高固含、高光泽光油,"CN,NL,US",99,,,,"1,800",,,,,,244,1.16,88,,,,,,,,,,,,,25 kg,"NL,US","54053097,0,11",
1,default,EDG,30282650,Joncryl? HPD 671,Joncryl? HPD 671,Joncryl? HPD 671,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,经济型高分子量固体树脂，粘度稳定，适用于高质量颜料分散。,81,苯丙固体树脂,透明颗粒,5,粘度稳定性好  |  良好的颜料润湿性和展色性  |  高光泽和透明度,用于生产具有良好粘度稳定性的高质量水性色浆，对于像钙红等难以处理的颜料尤其有效,"CN,NL,US",99.5,,,,"17,000",,,,,,214,1.14,120,,,,,,,,,,,,,25 kg,"NL,US","54053521,0,11#50271842,0,9",
1,default,EDG,30282652,Joncryl? HPD 696,Joncryl? HPD 696,Joncryl? HPD 696,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,高分子量固体树脂，在不影响油墨稳定性的前提下，适用于提高色浆展色性以及光泽。,81,苯丙固体树脂,透明颗粒,5,在低粘度情况下获得高浓度色浆  |  粘度稳定  |  良好的展色性和光泽度,用于制备高质量的颜料切片，在不影响油墨稳定性的前提下，特别适用于提高色浆展色性以及光泽,"CN,US",98.9,,,,"16,500",,,,,,225,1.16,88,,,,,,,155,>1.1% wt,,,,,25 kg,US,"54053627,0,11",
1,default,EDG,30282645,Joncryl? HPD 196,Joncryl? HPD 196,Joncryl? HPD 196,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,氨水溶解的中等分子量丙烯酸树脂溶液，适用于制备较高颜料浓度色浆，稳定性佳。,18,苯丙树脂溶液,透明溶液,5,高颜料浓度色浆  |  极佳的颜料分散性，成墨粘度稳定  |  经济高效,适用于分散高浓度色浆的有机颜料，同时确保色浆稳定性,"CN,US",36.8,,,,"9,200","2,000~5,500",,,,,200,1.08,85,,9,,稳定,,,,0.6% wt,,,,,200 kg  |  218 kg  |  ,US,"54053415,0,11",
1,default,EDG,30639092,Joncryl? HPD 196 MEA ap,Joncryl? HPD 196 MEA ap,Joncryl? HPD 196 MEA ap,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,用于颜料分散的高性能丙烯酸树脂溶液,18,苯丙树脂溶液,黄褐色液体,5,高颜料浓度色浆  |  极佳的颜料分散性，成墨粘度稳定  |  经济高效,用于高浓度色浆中的有机颜料研磨，且油墨稳定性不受影响,"CN,US",40.5,,,,"9,200","2,000~5,500",,,,,200,1.08,85,,8.5,,稳定,,,,7.82% wt,,,,,200 kg,CN,"50437232,0,11",
1,default,EDG,30282649,Joncryl? HPD 296,Joncryl? HPD 296,Joncryl? HPD 296,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,氨水溶解的高性能丙烯酸树脂溶液，适用于制备水性油墨用高颜料浓度色浆。,18,苯丙树脂溶液,黄色液体,5,高颜料含量且低粘度  |  提高储存和冲击稳定  |  减少碾磨时间,颜料分散，改进高浓度色浆的粘度和冲击稳定性,"CN,US",37,,,,"11,500",200~800,,,,,141,1.03,15,,8.6,>60,稳定,,,,> 0.4% wt,,,,,200 kg  |  204 kg  |  ,US,"54053468,0,11",
1,default,EDG,30333301,Joncryl? HPD 296 MEA,Joncryl? HPD 296 MEA,Joncryl? HPD 296 MEA,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,MEA溶解的高性能丙烯酸树脂溶液，适用于制备水性油墨用高颜料浓度色浆。,18,苯丙树脂溶液,透明溶液,5,高颜料含量且低粘度  |  提高储存和冲击稳定  |  减少碾磨时间  |  极佳的展色性，光泽及透明度  |  ,用于改善高浓度色浆的粘度和冲击稳定性,"CN,NL",37.5,,,,"11,500",700,,,,,141,1.08,,,9.5,,稳定,,,,,,,,,200 kg,NL,"51467547,0,11",
1,default,EDG,30282658,Joncryl? HPD 96,Joncryl? HPD 96,Joncryl? HPD 96,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,高分子量丙烯酸树脂溶液，适用于提升色浆的展色力和光泽，粘度稳定性佳。,18,苯丙树脂溶液,透明溶液,5,在低粘度情况下获得高浓度色浆  |  粘度稳定  |  良好的展色性和光泽度,颜料分散,"CN,US",35,,,,"16,000","3,000 ~ 7,000",,,,,220,1.1,88,,8.9,>60,稳定,,,155,0.6% wt,,,,,200 kg,US,"54053786,0,11",
1,default,EDG,30282659,Joncryl? HPD 96 DMEA,Joncryl? HPD 96 DMEA,Joncryl? HPD 96 DMEA,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,DMEA溶解的高分子量丙烯酸树脂溶液，适用于颜料分散，提升展色力和稳定性，色浆粘度低。,18,苯丙树脂溶液,透明溶液,5,极佳的颜料分散性  |  高颜料含量  |  低粘度,优化颜料的碾磨，同时具有出色的油墨稳定性,"CN,NL",26.8,,,,"16,500",400,,,,,242,,105,,8.4,,,,,,,,,,,200 kg,NL,"51468289,0,11",
1,default,EDG,30282660,Joncryl? HPD 96 MEA,Joncryl? HPD 96 MEA,Joncryl? HPD 96 MEA,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,MEA溶解的高分子量丙烯酸树脂溶液，适用于颜料分散，提升展色力和稳定性，色浆粘度低。,18,苯丙树脂溶液,黄褐色液体,5,无氨味  |  低粘度情况下高颜料浓度色浆  |  粘度稳定性佳  |  良好的展色性和光泽  |  ,制备高含量、低粘度色浆， 同时具有极佳的流变性，流动性和稳定性,"CN,US",40,,,,"16,000","3,000 ~ 7,000",,,,,220,1.1,86,,8.9,,,,,,,,,,,200 kg,US,"54053839,0,11",
1,default,EDG,30282294,Joncryl? 1680,Joncryl? 1680,Joncryl? 1680,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,流变控制非成模乳液，适用于哑光光油和油墨。,82,苯丙乳液,不透明乳液,"5,9",哑光  |  耐摩擦  |  抗反粘,适用于哑光光油和油墨，其低光泽和哑光性可以减少或不使用二氧化硅或粘土消光剂,"CN,US",46.5,,,,">200,000",600 cps,,,,,29,1.03,56,,7.8,42,不稳定,,,,0.1% wt,,,,,218 kg,US,"54040536,0,11",
1,default,EDG,30282764,Joncryl? 1980,Joncryl? 1980,Joncryl? 1980,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,自交联非成膜乳液，良好的耐磨、耐刮擦性及耐化学性，适用于功能性涂料。,82,苯丙乳液,半透明乳液,"5,3",高耐化性  |  耐刮擦性  |  耐冷裂性  |  低VOC  |  良好的外观,功能性涂料#适用于低VOC涂层配方，可用于木材和硬质纤维板基材,"CN,US",39,,,,,150,,,,,18,1.03,74,,8.6,56,不稳定,,,,,,,,,200 kg,US,"54056754,0,11",
1,default,EDG,30737200,Joncryl? 631 AP,Joncryl? 631 AP,Joncryl? 631 AP,1,https://detail.1688.com/offer/571215639674.html,42,非成膜苯丙乳液，对棕色牛皮纸有极佳的遮盖性,82,苯丙乳液,不透明乳液,5,遮盖性  |  改善油墨光泽和色强  |  减少颜料用量,印刷油墨用遮盖乳液,CN,50,,,,">200,000","2,500",,,,,25,1.05,105,,7.9,>60,,,,,,,,,,200 kg  |  1000 kg  |  散装,CN,"51461823,0,11",
1,default,EDG,30737292,Joncryl? 7131,Joncryl? 7131,Joncryl? 7131,1,https://detail.1688.com/offer/591434866266.html,42,经济型遮盖乳液，高亮度，高色强，适用于瓦楞纸箱和纸板印刷。,82,苯丙乳液,不透明溶液,5,高色强  |  良好的油墨稳定性  |  极佳遮盖性,"用于印刷油墨的高遮盖性苯丙乳液，对棕色牛皮纸有极佳
的遮盖性",CN, 48.5-50.0 ,,,,,"1,000-2,500",,,,,17,,105,, 6.2-9.0 ,>60,,,,,,,,,,200 kg,CN,"50563492,0,11",
1,default,EDG,30692850,Joncryl? 7159,Joncryl? 7159,Joncryl? 7159,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,非成膜乳液，专为凹印水墨设计，快干，着色力高，印刷适性好，在纸张及纸板等基材上具有接近于溶剂墨的表现。,82,苯丙乳液,透明乳液,5,极佳色强度  |  极佳印刷适性  |  高耐醇性  |  耐水性佳  |  可用于颜料分散,用于水性油墨和光油的流变控制乳液，特别适用于水性凹版油墨，具有极佳的色强度和印刷适性,CN,41,,,,">200,000",<180,,,,,54,1.06,42,,7.5,30,稳定,,,,,,,,,200 kg  |  1000 kg  |  ,CN,"50563487,0,11#50603633,0,13",
1,default,EDG,30687941,Joncryl? 7169,Joncryl? 7169,Joncryl? 7169,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,非成膜乳液，专为凹印水墨设计，在纸张及纸板等基材上具有接近于溶剂墨的表现，特别适用于烟包印刷。,82,苯丙乳液,透明乳液,5,极佳的复溶性  |  良好的颜料分散性和色强  |  高耐醇性  |  耐水  |  ,水性凹版油墨体系的多功能成膜乳液，具有快干，着色力高和印刷适性好等优,CN, 40.5-42.5 ,,,,,"5,000",,,,,58,,25,, 8.0-9.0 ,,,,,,,50,,,,200 kg,CN,"50570478,0,11#30687941,0,13",
1,default,EDG,30658955,Joncryl? 7189,Joncryl? 7189,Joncryl? 7189,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,非成膜乳液，极佳的耐热封和对膜的释放性，适用于光油以及柔版和凹版油墨。,82,苯丙乳液,半透明乳液,5,极佳的透性  |  高光  |  快干  |  良好的耐热性  |  ,具有极佳的耐热封和对膜的释放性，适用于光油以及柔版和凹版油墨,"CN,ID",44.5,,,,">200,000",300,,,,,60,1.05,100,,8.7,>84,,,,,,,,,,200 kg,"CN,ID",,
1,default,EDG,30665037,Joncryl? 8055 AP,Joncryl? 8055 AP,Joncryl? 8055 AP,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,非成膜乳液，低气味，用于吸收型基材、新闻纸油墨和光油。,82,苯丙乳液,半透明乳液,"5,9",低气味  |  极佳复溶性  |  耐热性佳  |  高光泽  |   快干,专为水性柔版和凹版油墨以及光油研制的非成膜乳液，氨味极低,CN,46,,,,">200,000",400,,,,,,1.04,110,,7.9,>85,不稳定,,,,,,,,,200 kg  |  1000 kg  |  ,CN,"50509189,0,11",
1,default,EDG,30737291,Joncryl? 89 AP,Joncryl? 89 AP,Joncryl? 89 AP,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,通用型非成膜苯丙乳液，适用于光油和水墨。,82,苯丙乳液,不透明乳液,"5,9",良好的复溶性  |  快干  |  极佳的光泽和透性  |  经济性  |  ,为油墨和光油配方提供高光泽、高透性、抗反粘以及快干等特性,CN,48,,,,">200,000",500,,,,,50,1.05,98,,8.3,>80,稳定,,,,,,,,,200 kg  |  1000 kg  |  ,CN,"50353376,0,11#50478363,0,7",
1,default,EDG,30737196,Joncryl? 90 AP,Joncryl? 90 AP,Joncryl? 90 AP,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,非成膜乳液，高光泽，高透明度，适用于水性光油。,82,苯丙乳液,半透明乳液,"5,9",极佳的透性  |  高光泽  |  耐热  |  快干  |  ,适用于水性光油和柔版及凹版油墨，可提供耐热封及耐脱膜等特性,CN,44,,,,">200,000",260,,,,,76,1.05,110,,8.3,>85,稳定,,,,,,,,,200 kg  |  1000 kg  |  散装,CN,"50428914,0,11#50478364,0,7",
1,default,EDG,30282633,Joncryl? ECO 2188,Joncryl? ECO 2188,Joncryl? ECO 2188,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,非成膜乳液，高光泽，高透性，良好的流平，快干，适用于水墨和光油，不含醇醚且低VOC。,82,苯丙乳液,透明乳液,"5,9",超低VOC  |  在油墨系统极高的稳定性  |  高光泽  |  极佳的印刷性能和油墨转移性  |  良好的兼容性,该乳液可为纸张、纸板和瓦楞纸箱柔印和凹印印刷油墨以及高性能光油提供出色的光泽度和托墨性#作为改性剂，该产品有助于提高干燥速度,"CN,US",47.7,,,,">200,000",700 cps,,,,,50,8.7,98,,8.3,>80,稳定,,,,<0.05% wt,,,,,200 kg,US,"54052938,0,11",
1,default,EDG,30587277,Joncryl? LV 7601,Joncryl? LV 7601,Joncryl? LV 7601,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,非成膜乳液，极低的VOC，满足多种包装对VOC法规的要求，适用于油墨和光油。,82,苯丙乳液,半透明乳液,"5,9",超低VOC  |  极佳的透性  |  高光泽  |  耐热  |  快干,超低VOC非成膜苯丙乳液，满足多种包装（特别是烟草、食品等）对VOC法规的要求，适用于油墨和光油,CN, 43.0-45.0 ,,,,">200,000",300-900,,,,,76,,100-105,, 8.5-9.0 ,>85,,,,,,,,,,200 kg  |  1000 kg  |  ,CN,"50353330,0,11",
1,default,EDG,30282295,Joncryl? 1685,Joncryl? 1685,Joncryl? 1685,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,成膜乳液，用于耐热水性油墨和光油。,82,苯丙乳液,半透明乳液,"5,9",极佳的耐热性  |  高光，透性好  |  ,用于水性光油和柔版或凹版印刷油墨，可提供极佳的耐热性,"CN,NL",43.5,,,,">200,000",350,,,,,,1.07,-20,,9.5,<-5,稳定,,,,,,,,,200 kg  |  1000 kg  |  ,NL,"51463890,0,11",
1,default,EDG,30282296,Joncryl? 1695,Joncryl? 1695,Joncryl? 1695,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,成膜乳液，专为耐热应用设计的苯丙成膜乳液，不含锌或其他金属交联剂。,82,苯丙乳液,透明乳液,"5,9",不含氧化锌或其他金属交联剂  |  耐热释放性  |  耐热摩擦  |  薄膜附着力强  |  ,可用于制备耐热摩擦的瓦楞纸箱预印油墨#耐热光油,"CN,US,KR",40.2,,,,">200,000","1,100",,,,,120,1.03,,,8.5,<5,稳定,,,,0.3% wt,,,,,200 kg  |  218 kg  |  ,"US,KR","54040589,0,11",
1,default,EDG,30282422,Joncryl? 2640,Joncryl? 2640,Joncryl? 2640,1,https://basfinchina.1688.com/page/offerlist_98047612.htm?spm=a2615.7691456.autotrace-categoryNavNew.7.5836dc8buyLxDr,42,成膜乳液，高光泽，极佳的初期抗水性和附着力，适用于聚烯烃薄膜印刷。,82,苯丙乳液,半透明乳液,5,低VOC  |  高光泽  |  极佳的初期抗水性,适用于预处理的聚烯烃薄膜印刷油墨,"CN,NL",50,,,,">200,000",650,,,,,52,1.02,-18,,8.5,<5,不稳定,,,,0.4% wt,,,,,218 kg,NL,"54046366,0,11",
